audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\battery\reduce_battery_use_to_make_end,1.wav,"du wirst deine batterieverwendung reduzieren müssen, wenn du es bis ans ende schaffen willst","du wirst deine batterieverwendung reduzieren müssen, wenn du es bis ans ende schaffen willst",you'll need to reduce your battery use if you're going to make it to the end
\voice\battery\reduce_battery_use_to_make_end,2.wav,"Sie werden es nicht bis ans Ende schaffen, wenn Sie die Batterie Nutzung nicht reduzieren","Sie werden es nicht bis ans Ende schaffen, wenn Sie die Batterie Nutzung nicht reduzieren",you won't make it to the end unless you reduce your battery use
\voice\battery\reduce_battery_use_to_make_end,3.wav,"Sie werden Ihre Batterieverwendung reduzieren müssen, um das Ende des Rennens zu erreichen","Sie werden Ihre Batterieverwendung reduzieren müssen, um das Ende des Rennens zu erreichen",you'll need to drop your battery use to make it to the end of the race
\voice\battery\reduce_battery_use_to_make_half_distance,1.wav,"du wirst deine batterieverwendung reduzieren müssen, um die halbe strecke zu erreichen","du wirst deine batterieverwendung reduzieren müssen, um die halbe strecke zu erreichen",you'll need to reduce your battery use to reach half distance
\voice\battery\reduce_battery_use_to_make_half_distance,2.wav,"Sie werden Ihre Batterieverwendung reduzieren müssen, wenn Sie die Halbstrecke des Rennens erreichen wollen","Sie werden Ihre Batterieverwendung reduzieren müssen, wenn Sie die Halbstrecke des Rennens erreichen wollen",you'll need to drop your battery use if you're going to make mid point of the race
\voice\battery\reduce_battery_use_to_make_half_distance,3.wav,"du wirst deine batterieverwendung reduzieren müssen, um den halbwegs punkt zu erreichen","du wirst deine batterieverwendung reduzieren müssen, um den halbwegs punkt zu erreichen",you'll need to reduce your battery use to reach the halfway point
\voice\battery\ten_minutes_battery,1.wav,Es sind etwa zehn Minuten an diesem Akku übrig,Es sind etwa zehn Minuten an diesem Akku übrig,there's about 10 minutes left in this battery
\voice\battery\ten_minutes_battery,2.wav,unser Akku ist in etwa zehn Minuten leer,unser Akku ist in etwa zehn Minuten leer,we'll be out of battery in about 10 minutes
\voice\battery\ten_minutes_battery,3.wav,Wir haben etwa zehn Minuten Ladezeit übrig,Wir haben etwa zehn Minuten Ladezeit übrig,we got about 10 minutes of charge left
\voice\battery\three_laps_battery,1.wav,Wir haben genug Leistung für drei weitere Runden,Wir haben genug Leistung für drei weitere Runden,we got enough power for 3 more laps
\voice\battery\three_laps_battery,2.wav,"wir denken, unsere Batterie wird in drei Runden leer sein","wir denken, unsere Batterie wird in drei Runden leer sein",we think we'll be out of battery in 3 laps
\voice\battery\three_laps_battery,3.wav,uns bleiben etwa drei Runden im Akku,uns bleiben etwa drei Runden im Akku,we got about 3 laps left in the battery
\voice\battery\two_laps_battery,1.wav,"wir denken, dass noch etwa zwei Runden an dieser Batterie sind","wir denken, dass noch etwa zwei Runden an dieser Batterie sind",we think about 2 laps left in this battery
\voice\battery\two_laps_battery,2.wav,wir haben jetzt genug Leistung für zwei Runden,wir haben jetzt genug Leistung für zwei Runden,we got enough power for 2 laps now
\voice\battery\two_laps_battery,3.wav,zwei Runden bis zum Ende der Batterie,zwei Runden bis zum Ende der Batterie,2 laps remaining in the battery
\voice\battery\two_minutes_battery,1.wav,wir haben genug Ladekapazität für weitere zwei Minuten,wir haben genug Ladekapazität für weitere zwei Minuten,we got enough charge for 2 more minutes
\voice\battery\two_minutes_battery,2.wav,Wir werden in zwei Minuten aus dem Akku sein,Wir werden in zwei Minuten aus dem Akku sein,we'll be out of battery in 2 minutes
\voice\battery\two_minutes_battery,3.wav,Wir haben zwei Minuten Batterieladung übrig,Wir haben zwei Minuten Batterieladung übrig,we've got 2 minutes left in this battery
\voice\battery\we_estimate,1.wav,wir schätzen,wir schätzen,we estimate
\voice\battery\we_estimate,2.wav,wir denken über,wir denken über,we think about
\voice\battery\we_estimate,3.wav,wir schätzen,wir schätzen,we estimate
\voice\battery\we_estimate,4.wav,"es sieht so aus, als ob","es sieht so aus, als ob",it looks like
\voice\battery\we_will_get_another,1.wav,wir werden ungefähr,wir werden ungefähr,we'll get about
\voice\battery\we_will_get_another,2.wav,wir sind für noch eine Runde startbereit,wir sind für noch eine Runde startbereit,we're good for another
\voice\battery\we_will_get_another,3.wav,wir werden bekommen um,wir werden bekommen um,we'll get about
\voice\battery\we_will_get_another,4.wav,wir sind für weitere,wir sind für weitere,we're good for another
\voice\battery\wont_make_end_without_pitstop,1.wav,"wir haben nicht genug Energie, um zum Ende zu kommen, wir müssen anhalten","wir haben nicht genug Energie, um zum Ende zu kommen, wir müssen anhalten","we don't have enough energy to get to the end, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,2.wav,"wir haben nicht genug Batterie, um das Ende des Rennens zu schaffen, wir müssen anhalten","wir haben nicht genug Batterie, um das Ende des Rennens zu schaffen, wir müssen anhalten","we don't have enough battery to make it to the end of the race, we'll need to stop"
\voice\battery\wont_make_end_without_pitstop,3.wav,"wir müssen vor Ende des Rennens anhalten, wir haben nicht genug Energie","wir müssen vor Ende des Rennens anhalten, wir haben nicht genug Energie","we'll need to stop before the end of the race, we don't have enough energy"
\voice\battery\wont_make_half_distance_without_pitstop,1.wav,wir werden es ohne einen Boxenstopp nicht bis zur halben Strecke schaffen,wir werden es ohne einen Boxenstopp nicht bis zur halben Strecke schaffen,we're not going to make it to half distance without a pit stop
\voice\battery\wont_make_half_distance_without_pitstop,2.wav,"wir haben nicht genug Energie, um die halbe Strecke zu schaffen, wir müssen anhalten","wir haben nicht genug Energie, um die halbe Strecke zu schaffen, wir müssen anhalten","we don't have enough energy to get us to half distance, we'll need to stop"
\voice\battery\wont_make_half_distance_without_pitstop,3.wav,"du hast nicht genug Energie, um die Hälfte zu schaffen, wir müssen anhalten","du hast nicht genug Energie, um die Hälfte zu schaffen, wir müssen anhalten","you don't have enough energy to make it to half way, we'll need to stop"
\voice\codriver\acknowledge_end_recce,1.wav,"OK, wir haben unsere Stufe Reheinzugabe beendet","OK, wir haben unsere Stufe Reheinzugabe beendet","OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_end_recce,2.wav,"OK, wir haben unsere Stufe Reheinzug abgeschlossen","OK, wir haben unsere Stufe Reheinzug abgeschlossen","OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_end_recce,3.wav,"OK, wir haben unsere Strecke abgeschlossen.","OK, wir haben unsere Strecke abgeschlossen.","OK, we've finished our stage reh-key"
\voice\codriver\acknowledge_start_recce,1.wav,"OK, wir starten unsere Stage Rehearsal","OK, wir starten unsere Stage Rehearsal","OK, we're starting our stage reh-key"
\voice\codriver\acknowledge_start_recce,2.wav,"OK, wir starten unsere Stage Rehearsal","OK, wir starten unsere Stage Rehearsal","OK, we're starting our stage reh-key"
\voice\codriver\acknowledge_start_recce,3.wav,"OK, wir starten unsere Stage Rehearsal","OK, wir starten unsere Stage Rehearsal","OK, we're starting our stage reh-key"
\voice\codriver\cmp_into_corner_1_left,5.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left,6.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left,7.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left,8.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left_descriptive,1.wav,in den Haarnadelkurven links,in den Haarnadelkurven links,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,2.wav,in linken Haarnadelkurve,in linken Haarnadelkurve,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,3.wav,in linken Haarnadelkurve,in linken Haarnadelkurve,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive,4.wav,in den linken Haarknick,in den linken Haarknick,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,5.wav,in den linken Haar浛ug,in den linken Haar浛ug,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,6.wav,in den linken Haarpielen,in den linken Haarpielen,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,7.wav,in den linken Haarknick,in den linken Haarknick,into hairpin left
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,8.wav,in linken Haarnadelkurve,in linken Haarnadelkurve,into hairpin left
\voice\codriver\cmp_into_corner_1_left_rushed,10.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,11.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,12.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_left_rushed,9.wav,in links eins,in links eins,into 1 left
\voice\codriver\cmp_into_corner_1_right,17.wav,in eins rechts,in eins rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right,18.wav,in eins rechts,in eins rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right,19.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right,20.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right_descriptive,10.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,11.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,12.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive,9.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,13.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,14.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,15.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,16.wav,in die Haarnadelkurve rechts,in die Haarnadelkurve rechts,into hairpin right
\voice\codriver\cmp_into_corner_1_right_rushed,21.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,22.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,23.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_1_right_rushed,24.wav,in ein rechts,in ein rechts,into 1 right
\voice\codriver\cmp_into_corner_2_left,29.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left,30.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left,31.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left,32.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left_descriptive,17.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,18.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,19.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive,20.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,21.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,22.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,23.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,24.wav,in langsame Links,in langsame Links,into slow left
\voice\codriver\cmp_into_corner_2_left_rushed,33.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,34.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,35.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_left_rushed,36.wav,in zwei links,in zwei links,into 2 left
\voice\codriver\cmp_into_corner_2_right,5.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right,6.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right,7.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right,8.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right_descriptive,25.wav,in die rechte Schlinge,in die rechte Schlinge,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,26.wav,in die rechte Schlinge,in die rechte Schlinge,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,27.wav,in die rechte Schlinge,in die rechte Schlinge,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive,28.wav,in die rechte Schleife,in die rechte Schleife,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,29.wav,in die rechte Schneise,in die rechte Schneise,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,30.wav,in die Schleife rechts,in die Schleife rechts,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,31.wav,in die rechte Schlinge,in die rechte Schlinge,into sloe right
\voice\codriver\cmp_into_corner_2_right_descriptive_rushed,32.wav,in die rechte Schneise,in die rechte Schneise,into sloe right
\voice\codriver\cmp_into_corner_2_right_rushed,10.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,11.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,12.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_2_right_rushed,9.wav,in zwei rechts,in zwei rechts,into 2 right
\voice\codriver\cmp_into_corner_3_left,17.wav,in drei links,in drei links,into 3 left
\voice\codriver\cmp_into_corner_3_left,18.wav,in drei links,in drei links,into 3 left
\voice\codriver\cmp_into_corner_3_left,19.wav,in drei links,in drei links,into 3 left
\voice\codriver\cmp_into_corner_3_left,20.wav,in drei links,in drei links,into 3 left
\voice\codriver\cmp_into_corner_3_left_descriptive,33.wav,in die linke Kurve,in die linke Kurve,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,34.wav,in die linke Kurve,in die linke Kurve,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,35.wav,in die linke Kurve,in die linke Kurve,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive,36.wav,in die linke Kurve,in die linke Kurve,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,37.wav,in die linke Kurve,in die linke Kurve,into kay left
\voice\codriver\cmp_into_corner_3_left_descriptive_rushed,38.wav,in die linke Kurve,in die linke Kurve,into kay left
