audio_filename,original_text,text_for_tts
\voice\codriver\cmp_into_corner_5_right_descriptive_rushed:77.wav,into fast right,
\voice\codriver\cmp_into_corner_5_right_descriptive_rushed:78.wav,into fast right,
\voice\codriver\cmp_into_corner_5_right_descriptive_rushed:79.wav,into fast right,
\voice\codriver\cmp_into_corner_5_right_descriptive_rushed:80.wav,into fast right,
\voice\codriver\cmp_into_corner_5_right_rushed:93.wav,into 5 right,
\voice\codriver\cmp_into_corner_5_right_rushed:94.wav,into 5 right,
\voice\codriver\cmp_into_corner_5_right_rushed:95.wav,into 5 right,
\voice\codriver\cmp_into_corner_5_right_rushed:96.wav,into 5 right,
\voice\codriver\cmp_into_corner_6_left:101.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left:102.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left:103.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left:104.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left_descriptive:81.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive:82.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive:83.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive:84.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive_rushed:85.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive_rushed:86.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive_rushed:87.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_descriptive_rushed:88.wav,into slight left,
\voice\codriver\cmp_into_corner_6_left_rushed:105.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left_rushed:106.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left_rushed:107.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_left_rushed:108.wav,into 6 left,
\voice\codriver\cmp_into_corner_6_right:113.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right:114.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right:115.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right:116.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right_descriptive:89.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive:90.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive:91.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive:92.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive_rushed:93.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive_rushed:94.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive_rushed:95.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_descriptive_rushed:96.wav,into slight right,
\voice\codriver\cmp_into_corner_6_right_rushed:117.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right_rushed:118.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right_rushed:119.wav,into 6 right,
\voice\codriver\cmp_into_corner_6_right_rushed:120.wav,into 6 right,
\voice\codriver\cmp_into_corner_flat_left:17.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left:18.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left:19.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left:20.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive:17.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive:18.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive:19.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive:20.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive_rushed:21.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive_rushed:22.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive_rushed:23.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_descriptive_rushed:24.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_rushed:21.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_rushed:22.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_rushed:23.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_left_rushed:24.wav,into flat left,
\voice\codriver\cmp_into_corner_flat_right:25.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right:26.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right:27.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right:28.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive:25.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive:26.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive:27.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive:28.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive_rushed:29.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive_rushed:30.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive_rushed:31.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_descriptive_rushed:32.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_rushed:29.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_rushed:30.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_rushed:31.wav,into flat right,
\voice\codriver\cmp_into_corner_flat_right_rushed:32.wav,into flat right,
\voice\codriver\cmp_into_corner_hairpin_left:1.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left:2.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left:3.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left:4.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left_rushed:5.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left_rushed:6.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left_rushed:7.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_left_rushed:8.wav,into hairpin left,
\voice\codriver\cmp_into_corner_hairpin_right:10.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right:11.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right:12.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right:9.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right_rushed:13.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right_rushed:14.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right_rushed:15.wav,into hairpin right,
\voice\codriver\cmp_into_corner_hairpin_right_rushed:16.wav,into hairpin right,
\voice\codriver\cmp_into_corner_square_left:33.wav,into square left,
\voice\codriver\cmp_into_corner_square_left:34.wav,into square left,
\voice\codriver\cmp_into_corner_square_left:35.wav,into square left,
\voice\codriver\cmp_into_corner_square_left:36.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive:33.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive:34.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive:35.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive:36.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive_rushed:37.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive_rushed:38.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive_rushed:39.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_descriptive_rushed:40.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_rushed:37.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_rushed:38.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_rushed:39.wav,into square left,
\voice\codriver\cmp_into_corner_square_left_rushed:40.wav,into square left,
\voice\codriver\cmp_into_corner_square_right:41.wav,into square right,
\voice\codriver\cmp_into_corner_square_right:42.wav,into square right,
\voice\codriver\cmp_into_corner_square_right:43.wav,into square right,
\voice\codriver\cmp_into_corner_square_right:44.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive:41.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive:42.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive:43.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive:44.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive_rushed:45.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive_rushed:46.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive_rushed:47.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_descriptive_rushed:48.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_rushed:45.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_rushed:46.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_rushed:47.wav,into square right,
\voice\codriver\cmp_into_corner_square_right_rushed:48.wav,into square right,
\voice\codriver\cmp_into_detail_bump:10.wav,into bump,
\voice\codriver\cmp_into_detail_bump:11.wav,into bump,
\voice\codriver\cmp_into_detail_bump:12.wav,into bump,
\voice\codriver\cmp_into_detail_bump:9.wav,into bump,
\voice\codriver\cmp_into_detail_bump_rushed:13.wav,into bump,
\voice\codriver\cmp_into_detail_bump_rushed:14.wav,into bump,
\voice\codriver\cmp_into_detail_bump_rushed:15.wav,into bump,
\voice\codriver\cmp_into_detail_bump_rushed:16.wav,into bump,
\voice\codriver\cmp_into_detail_care:1.wav,into care,
\voice\codriver\cmp_into_detail_care:2.wav,into care,
\voice\codriver\cmp_into_detail_care:3.wav,into care,
\voice\codriver\cmp_into_detail_care:4.wav,into care,
\voice\codriver\cmp_into_detail_care_rushed:5.wav,into care,
\voice\codriver\cmp_into_detail_care_rushed:6.wav,into care,
\voice\codriver\cmp_into_detail_care_rushed:7.wav,into care,
\voice\codriver\cmp_into_detail_care_rushed:8.wav,into care,
\voice\codriver\cmp_into_detail_caution:1.wav,into caution,
\voice\codriver\cmp_into_detail_caution:2.wav,into caution,
\voice\codriver\cmp_into_detail_caution:3.wav,into caution,
\voice\codriver\cmp_into_detail_caution:4.wav,into caution,
\voice\codriver\cmp_into_detail_caution_rushed:5.wav,into caution,
\voice\codriver\cmp_into_detail_caution_rushed:6.wav,into caution,
\voice\codriver\cmp_into_detail_caution_rushed:7.wav,into caution,
\voice\codriver\cmp_into_detail_caution_rushed:8.wav,into caution,
\voice\codriver\cmp_into_detail_ford:100.wav,into ford,
\voice\codriver\cmp_into_detail_ford:97.wav,into ford,
\voice\codriver\cmp_into_detail_ford:98.wav,into ford,
\voice\codriver\cmp_into_detail_ford:99.wav,into ford,
\voice\codriver\cmp_into_detail_ford_rushed:101.wav,into ford,
\voice\codriver\cmp_into_detail_ford_rushed:102.wav,into ford,
\voice\codriver\cmp_into_detail_ford_rushed:103.wav,into ford,
\voice\codriver\cmp_into_detail_ford_rushed:104.wav,into ford,
\voice\codriver\corner_1_left:25.wav,1 left,
\voice\codriver\corner_1_left:26.wav,1 left,
\voice\codriver\corner_1_left:27.wav,1 left,
\voice\codriver\corner_1_left:28.wav,1 left,
\voice\codriver\corner_1_left_descriptive:5.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive:6.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive:7.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive:8.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive_rushed:1.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive_rushed:2.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive_rushed:3.wav,hairpin left,
\voice\codriver\corner_1_left_descriptive_rushed:4.wav,hairpin left,
\voice\codriver\corner_1_left_reversed:33.wav,left 1,
\voice\codriver\corner_1_left_reversed:34.wav,left 1,
\voice\codriver\corner_1_left_reversed:35.wav,left 1,
\voice\codriver\corner_1_left_reversed:36.wav,left 1,
\voice\codriver\corner_1_left_reversed_rushed:33.wav,left 1,
\voice\codriver\corner_1_left_reversed_rushed:34.wav,left 1,
\voice\codriver\corner_1_left_reversed_rushed:35.wav,left 1,
\voice\codriver\corner_1_left_reversed_rushed:36.wav,left 1,
\voice\codriver\corner_1_left_rushed:1.wav,1 left,
\voice\codriver\corner_1_left_rushed:2.wav,1 left,
\voice\codriver\corner_1_left_rushed:25.wav,1 left,
\voice\codriver\corner_1_left_rushed:26.wav,1 left,
\voice\codriver\corner_1_left_rushed:27.wav,1 left,
\voice\codriver\corner_1_left_rushed:28.wav,1 left,
\voice\codriver\corner_1_left_rushed:3.wav,1 left,
\voice\codriver\corner_1_left_rushed:4.wav,1 left,
\voice\codriver\corner_1_right:37.wav,1 right,
\voice\codriver\corner_1_right:38.wav,1 right,
\voice\codriver\corner_1_right:39.wav,1 right,
\voice\codriver\corner_1_right:40.wav,1 right,
\voice\codriver\corner_1_right_descriptive:17.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive:18.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive:19.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive:20.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive_rushed:17.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive_rushed:18.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive_rushed:19.wav,hairpin right,
\voice\codriver\corner_1_right_descriptive_rushed:20.wav,hairpin right,
\voice\codriver\corner_1_right_reversed:45.wav,right 1,
\voice\codriver\corner_1_right_reversed:46.wav,right 1,
\voice\codriver\corner_1_right_reversed:47.wav,right 1,
\voice\codriver\corner_1_right_reversed:48.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:21.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:22.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:23.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:24.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:45.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:46.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:47.wav,right 1,
\voice\codriver\corner_1_right_reversed_rushed:48.wav,right 1,
\voice\codriver\corner_1_right_rushed:13.wav,1 right,
\voice\codriver\corner_1_right_rushed:14.wav,1 right,
\voice\codriver\corner_1_right_rushed:15.wav,1 right,
\voice\codriver\corner_1_right_rushed:16.wav,1 right,
\voice\codriver\corner_1_right_rushed:37.wav,1 right,
\voice\codriver\corner_1_right_rushed:38.wav,1 right,
\voice\codriver\corner_1_right_rushed:39.wav,1 right,
\voice\codriver\corner_1_right_rushed:40.wav,1 right,
\voice\codriver\corner_2_left:169.wav,2 left,
\voice\codriver\corner_2_left:170.wav,2 left,
\voice\codriver\corner_2_left:171.wav,2 left,
\voice\codriver\corner_2_left:172.wav,2 left,
\voice\codriver\corner_2_left_descriptive:29.wav,sloe left,
\voice\codriver\corner_2_left_descriptive:30.wav,sloe left,
\voice\codriver\corner_2_left_descriptive:31.wav,sloe left,
\voice\codriver\corner_2_left_descriptive:32.wav,sloe left,
\voice\codriver\corner_2_left_descriptive_rushed:29.wav,sloe left,
\voice\codriver\corner_2_left_descriptive_rushed:30.wav,sloe left,
\voice\codriver\corner_2_left_descriptive_rushed:31.wav,sloe left,
\voice\codriver\corner_2_left_descriptive_rushed:32.wav,sloe left,
\voice\codriver\corner_2_left_reversed:177.wav,left 2,
\voice\codriver\corner_2_left_reversed:178.wav,left 2,
\voice\codriver\corner_2_left_reversed:179.wav,left 2,
\voice\codriver\corner_2_left_reversed:180.wav,left 2,
\voice\codriver\corner_2_left_reversed_rushed:177.wav,left 2,
\voice\codriver\corner_2_left_reversed_rushed:178.wav,left 2,
\voice\codriver\corner_2_left_reversed_rushed:179.wav,left 2,
\voice\codriver\corner_2_left_reversed_rushed:180.wav,left 2,
